17:22:56.608 [background-preinit] INFO  o.h.v.i.util.Version - [<clinit>,21] - HV000001: Hibernate Validator 6.2.0.Final
17:22:57.524 [main] INFO  c.a.n.c.c.i.LocalConfigInfoProcessor - [<clinit>,67] - LOCAL_SNAPSHOT_PATH:C:\Users\lujiaxin\nacos\config
17:22:57.529 [main] INFO  c.a.n.c.r.client - [lambda$createClient$0,77] - [RpcClientFactory] create a new rpc client of a89d5699-636b-465c-9bd2-3c75a0eb75d1_config-0
17:22:57.589 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 32 ms to scan 1 urls, producing 3 keys and 6 values 
17:22:57.623 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 18 ms to scan 1 urls, producing 4 keys and 9 values 
17:22:57.636 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 11 ms to scan 1 urls, producing 3 keys and 10 values 
17:22:57.836 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 197 ms to scan 240 urls, producing 0 keys and 0 values 
17:22:57.848 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 10 ms to scan 1 urls, producing 1 keys and 5 values 
17:22:57.860 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 10 ms to scan 1 urls, producing 1 keys and 7 values 
17:22:57.874 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 10 ms to scan 1 urls, producing 2 keys and 8 values 
17:22:58.033 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 157 ms to scan 240 urls, producing 0 keys and 0 values 
17:22:58.035 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [a89d5699-636b-465c-9bd2-3c75a0eb75d1_config-0]RpcClient init label, labels={module=config, Vipserver-Tag=null, source=sdk, Amory-Tag=null, Location-Tag=null, taskId=0, AppName=unknown}
17:22:58.036 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [a89d5699-636b-465c-9bd2-3c75a0eb75d1_config-0]Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$330/1415439780
17:22:58.036 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [a89d5699-636b-465c-9bd2-3c75a0eb75d1_config-0]Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$331/703555670
17:22:58.037 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [a89d5699-636b-465c-9bd2-3c75a0eb75d1_config-0]Registry connection listener to current client:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$1
17:22:58.038 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [a89d5699-636b-465c-9bd2-3c75a0eb75d1_config-0]RpcClient init, ServerListFactory =com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$2
17:22:58.045 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [a89d5699-636b-465c-9bd2-3c75a0eb75d1_config-0] Try to connect to server on start up, server: {serverIp='127.0.0.1', server main port=8848}
17:22:59.344 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [a89d5699-636b-465c-9bd2-3c75a0eb75d1_config-0] Success to connect to server [127.0.0.1:8848] on start up,connectionId=1663060979077_127.0.0.1_59328
17:22:59.347 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [a89d5699-636b-465c-9bd2-3c75a0eb75d1_config-0]Notify connected event to listeners.
17:22:59.348 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.c.i.ClientWorker - [onConnected,681] - [a89d5699-636b-465c-9bd2-3c75a0eb75d1_config-0] Connected,notify listen context...
17:22:59.348 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [a89d5699-636b-465c-9bd2-3c75a0eb75d1_config-0]Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
17:22:59.350 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [a89d5699-636b-465c-9bd2-3c75a0eb75d1_config-0]Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$4
17:22:59.420 [main] INFO  c.a.n.c.c.i.Limiter - [<clinit>,56] - limitTime:5.0
17:22:59.437 [main] INFO  c.a.n.c.c.u.JvmUtil - [<clinit>,53] - isMultiInstance:false
17:22:59.471 [main] INFO  c.r.s.RuoYiSystemApplication - [logStartupProfileInfo,639] - The following profiles are active: dev
17:23:02.241 [main] INFO  o.a.c.h.Http11NioProtocol - [log,173] - Initializing ProtocolHandler ["http-nio-9201"]
17:23:02.242 [main] INFO  o.a.c.c.StandardService - [log,173] - Starting service [Tomcat]
17:23:02.242 [main] INFO  o.a.c.c.StandardEngine - [log,173] - Starting Servlet engine: [Apache Tomcat/9.0.56]
17:23:02.445 [main] INFO  o.a.c.c.C.[.[.[/] - [log,173] - Initializing Spring embedded WebApplicationContext
17:23:05.328 [main] INFO  c.a.d.p.DruidDataSource - [init,998] - {dataSource-1,master} inited
17:23:05.329 [main] INFO  c.b.d.d.DynamicRoutingDataSource - [addDataSource,148] - dynamic-datasource - add a datasource named [master] success
17:23:05.329 [main] INFO  c.b.d.d.DynamicRoutingDataSource - [afterPropertiesSet,228] - dynamic-datasource initial loaded [1] datasource,primary datasource named [master]
17:23:08.315 [main] INFO  c.a.n.client.naming - [initNamespaceForNaming,63] - initializer namespace from System Property : null
17:23:08.315 [main] INFO  c.a.n.client.naming - [call,69] - initializer namespace from System Environment :null
17:23:08.316 [main] INFO  c.a.n.client.naming - [call,79] - initializer namespace from System Property :null
17:23:08.335 [main] INFO  c.a.n.c.r.client - [lambda$createClient$0,77] - [RpcClientFactory] create a new rpc client of 8a1f98bc-1697-4e26-95a6-66e6469020da
17:23:08.336 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [8a1f98bc-1697-4e26-95a6-66e6469020da]RpcClient init label, labels={module=naming, source=sdk}
17:23:08.338 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [8a1f98bc-1697-4e26-95a6-66e6469020da]RpcClient init, ServerListFactory =com.alibaba.nacos.client.naming.core.ServerListManager
17:23:08.339 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [8a1f98bc-1697-4e26-95a6-66e6469020da]Registry connection listener to current client:com.alibaba.nacos.client.naming.remote.gprc.redo.NamingGrpcRedoService
17:23:08.340 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [8a1f98bc-1697-4e26-95a6-66e6469020da]Register server push request handler:com.alibaba.nacos.client.naming.remote.gprc.NamingPushRequestHandler
17:23:08.340 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [8a1f98bc-1697-4e26-95a6-66e6469020da] Try to connect to server on start up, server: {serverIp='127.0.0.1', server main port=8848}
17:23:08.461 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [8a1f98bc-1697-4e26-95a6-66e6469020da] Success to connect to server [127.0.0.1:8848] on start up,connectionId=1663060988347_127.0.0.1_59363
17:23:08.464 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [8a1f98bc-1697-4e26-95a6-66e6469020da]Notify connected event to listeners.
17:23:08.465 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.client.naming - [onConnected,76] - Grpc connection connect
17:23:08.464 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [8a1f98bc-1697-4e26-95a6-66e6469020da]Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
17:23:08.467 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [8a1f98bc-1697-4e26-95a6-66e6469020da]Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$4
17:23:10.049 [main] INFO  c.a.n.client.naming - [isChangedServiceInfo,181] - init new ips(0) service: DEFAULT_GROUP@@ruoyi-system@@DEFAULT -> []
17:23:10.057 [main] INFO  c.a.n.client.naming - [processServiceInfo,166] - current ips:(0) service: DEFAULT_GROUP@@ruoyi-system@@DEFAULT -> []
